NCU07143	SSF50974	0048991	1	372	  1.1E-17
NCU07143	PF10282	Lactonase	24	375	  3.9E-90
NCU07141	PF03407	Nucleotid_trans	178	323	  5.6E-08
NCU07140	PF07690	MFS_1	105	270	  2.4E-10
NCU07140	SSF103473	0042501	79	430	  2.9E-36
NCU07139	PF00172	Zn_clus	37	68	  1.5E-05
NCU07139	SM00066	gal4_2	32	75	  3.5E-07
NCU07139	PS50048	ZN2_CY6_FUNGAL_2	37	66	  1.0E+01
NCU07139	SSF57701	0045307	25	78	  5.2E-09
NCU07139	PF04082	Fungal_trans	330	475	  3.3E-14
NCU07139	SM00906	Fungal_trans_2	413	479	  7.0E-10
NCU11341	PF00293	NUDIX	61	181	  7.3E-07
NCU11341	PS51462	NUDIX	21	187	  8.9E+00
NCU11341	PF01008	IF-2B	295	570	  1.7E-17
NCU11341	SSF55811	0051875	61	172	  5.0E-11
NCU11341	SSF100950	0051774	199	575	  4.1E-37
NCU07134	PD001821		390	416	  6.0E-04
NCU11342	SSF103473	0042501	1	459	  1.8E-49
NCU11342	PF00083	Sugar_tr	52	452	  1.2E-69
NCU11342	PS50850	MFS	46	460	  2.8E+01
NCU07134	PF00734	CBM_1	384	412	  1.4E-09
NCU07134	SM00236	fcbd_2	383	416	  7.6E-10
NCU07134	PS51164	CBM1_2	380	416	  1.1E+01
NCU07134	SSF57180	0045847	381	416	  1.4E-10
NCU07134	PF00722	Glyco_hydro_16	147	323	  8.6E-10
NCU07134	SSF49899	0053316	81	333	  6.0E-36
NCU07132	PF08242	Methyltransf_12	144	237	  3.4E-12
NCU07133	SM00849	Lactamase_B_5a	49	278	  2.1E-04
NCU07133	SSF56281	0052141	51	250	  2.8E-18
NCU07133	PF00753	Lactamase_B	51	134	  1.9E-06
NCU07132	SSF53335	0052182	75	311	  5.1E-31
NCU12099	SSF51045	0052570	4	48	  3.8E-09
NCU12099	SM00456	ww_5	15	47	  5.6E-10
NCU12099	PS50020	WW_DOMAIN_2	14	47	  1.4E+01
NCU12099	PF00397	WW	16	45	  7.1E-10
NCU12099	SSF51045	0052570	156	193	  1.8E-04
NCU07130	PF00331	Glyco_hydro_10	47	373	  9.3E-82
NCU12099	PF01846	FF	321	375	  4.3E-06
NCU12099	SSF81698	0052247	308	381	  3.5E-11
NCU07130	SM00633	glyco_10	90	374	  1.2E-64
NCU07130	SSF51445	0052376	38	383	  3.1E-83
NCU07129	PIRSF006060		46	537	  6.6E-46
NCU07129	PF00324	AA_permease	57	524	 6.3E-130
NCU07126	PS51186	GNAT	87	222	  9.8E+00
NCU07127	SSF53474	0053348	16	255	  4.8E-31
NCU07127	PF01738	DLH	32	255	  4.2E-29
NCU07126	PF00583	Acetyltransf_1	142	192	  5.4E-07
NCU07126	SSF55729	0052347	140	235	  1.6E-11
NCU07125	PF05346	DUF747	505	964	   .0E+00
NCU07119	PF00668	Condensation	2377	2667	  2.1E-26
NCU07119	PF00501	AMP-binding	2861	3258	  9.9E-87
NCU07119	PF00501	AMP-binding	59	463	  6.2E-79
NCU07119	PF00501	AMP-binding	1126	1507	  1.1E-85
NCU07119	PF00668	Condensation	653	931	  3.6E-30
NCU07119	PF00668	Condensation	1792	2085	  2.6E-34
NCU07124	SSF48576	0053355	2	393	  4.2E-41
NCU07120	PF06884	DUF1264	55	235	  3.3E-75
NCU07119	PF00668	Condensation	3486	3766	  6.0E-30
NCU07119	PF00668	Condensation	4040	4321	  7.4E-29
NCU07119	PF00668	Condensation	4631	4848	  2.1E-20
NCU07119	PF00550	PP-binding	550	609	  3.0E-07
NCU07119	PF00550	PP-binding	1673	1736	  7.5E-07
NCU07119	PF00550	PP-binding	2262	2330	  4.3E-10
NCU07119	PF00550	PP-binding	3377	3438	  7.8E-06
NCU07119	PF00550	PP-binding	3941	3996	  2.4E-08
NCU07119	PF00550	PP-binding	4502	4563	  1.4E-07
NCU07119	PS50075	ACP_DOMAIN	546	612	  1.3E+01
NCU07119	PS50075	ACP_DOMAIN	1670	1740	  1.4E+01
NCU07119	PS50075	ACP_DOMAIN	2259	2331	  1.7E+01
NCU07119	PS50075	ACP_DOMAIN	3371	3440	  1.4E+01
NCU07119	PS50075	ACP_DOMAIN	3928	4000	  1.6E+01
NCU07119	PS50075	ACP_DOMAIN	4500	4568	  1.6E+01
NCU07119	SSF47336	0041515	4493	4605	  1.5E-12
NCU07119	SSF47336	0041515	539	649	  1.7E-12
NCU07119	SSF47336	0041515	2252	2368	  1.8E-12
NCU07119	SSF47336	0041515	3929	4002	  9.5E-12
NCU07119	SSF47336	0041515	1663	1761	  1.5E-10
NCU07119	SSF47336	0041515	3369	3439	  2.1E-08
NCU07119	TIGR01733	TIGR01733	1126	1508	 1.3E-100
NCU07119	TIGR01733	TIGR01733	2861	3257	 7.4E-105
NCU07119	SM00823	PKS_PP	543	615	  1.7E-02
NCU07119	SM00823	PKS_PP	1671	1743	  5.2E-03
NCU07119	SM00823	PKS_PP	2259	2334	  6.8E-06
NCU07119	SM00823	PKS_PP	3371	3443	  5.2E-02
NCU07119	SM00823	PKS_PP	3933	4003	  6.7E-03
NCU07119	SM00823	PKS_PP	4501	4559	  7.9E-02
NCU07119	SSF52777	0045500	817	1084	  4.1E-44
NCU07119	SSF52777	0045500	3659	3891	  1.8E-37
NCU07119	SSF52777	0045500	2559	2802	  1.3E-34
NCU07119	SSF52777	0045500	1788	1984	  2.2E-29
NCU07119	SSF52777	0045500	4036	4230	  1.2E-26
NCU07119	SSF52777	0045500	1968	2228	  1.4E-26
NCU07119	SSF52777	0045500	4627	4821	  1.2E-23
NCU07119	SSF52777	0045500	4214	4457	  7.3E-22
NCU07119	SSF52777	0045500	3477	3675	  3.4E-21
NCU07119	SSF52777	0045500	648	833	  2.2E-20
NCU07119	SSF52777	0045500	2373	2575	  4.4E-18
NCU07119	SSF52777	0045500	4876	5121	  1.4E-11
NCU07119	SSF56801	0043409	2777	3349	   .0E+00
NCU07119	SSF56801	0043409	1055	1683	 8.7E-121
NCU07119	SSF56801	0043409	27	554	 2.0E-109
NCU07117	SSF51905	0052313	50	290	  4.6E-19
NCU07117	SSF51905	0052313	258	422	  4.9E-08
NCU07116	PF01753	zf-MYND	1984	2027	  2.3E-10
NCU07116	PS50865	ZF_MYND_2	1984	2027	  1.3E+01
NCU07116	SSF144232	0052402	1974	2037	  6.3E-13
NCU07113	SSF54373	0052927	301	572	  9.7E-28
NCU07113	PF05199	GMC_oxred_C	418	623	  6.4E-34
NCU07113	PF00732	GMC_oxred_N	21	306	  2.5E-60
NCU07113	PIRSF000137		1	635	  5.7E-99
NCU07113	SSF51905	0052313	17	632	  3.8E-73
NCU07115	PF06985	HET	50	185	  3.1E-33
NCU07112	PF07992	Pyr_redox_2	46	345	  8.8E-07
NCU07112	SSF51905	0052313	43	376	  1.3E-20
NCU07111	PF00753	Lactamase_B	128	311	  2.3E-18
NCU07111	SM00849	Lactamase_B_5a	114	311	  2.0E-19
NCU07111	SSF56281	0052141	103	361	  5.9E-43
NCU07110	SM00256	fbox_2	9	49	  2.8E-03
NCU07110	PS50181	FBOX	3	51	  1.1E+01
NCU07110	PF00646	F-box	10	41	  3.2E-05
NCU12104	PF08242	Methyltransf_12	103	192	  1.9E-10
NCU12104	SSF53335	0052182	37	315	  1.3E-38
NCU12105	PF00406	ADK	237	394	  1.1E-24
NCU12105	SSF52540	0052346	232	400	  2.5E-22
NCU07104	PF07249	Cerato-platanin	44	120	  1.6E-04
NCU07101	SSF55811	0051875	23	144	  1.7E-23
NCU07101	PF00293	NUDIX	25	145	  3.6E-17
NCU07102	PF07249	Cerato-platanin	52	129	  1.0E-05
NCU07101	PS51462	NUDIX	20	160	  1.4E+01
NCU07100	PF01546	Peptidase_M20	116	273	  6.0E-06
NCU07100	SSF55031	0053285	206	319	  6.4E-21
NCU07100	PIRSF037226		22	458	 3.1E-108
NCU07100	SSF53187	0053284	39	442	  2.5E-47
NCU07099	PF09362	DUF1996	41	291	  3.0E-95
NCU07098	SM00248	ANK_2a	421	450	  6.7E+00
NCU07098	SM00248	ANK_2a	317	354	  7.4E+01
NCU07098	SM00248	ANK_2a	377	406	  7.5E+01
NCU07098	PF00023	Ank	562	594	  8.8E-05
NCU07098	SM00248	ANK_2a	514	543	  1.2E-01
NCU07098	SM00248	ANK_2a	561	591	  2.6E-02
NCU07098	SM00248	ANK_2a	595	635	  1.0E+03
NCU07098	PS50088	ANK_REPEAT	421	446	  9.0E+00
NCU07098	PS50088	ANK_REPEAT	514	546	  9.7E+00
NCU07098	PS50088	ANK_REPEAT	561	583	  9.0E+00
NCU07098	PS50297	ANK_REP_REGION	325	638	  1.8E+01
NCU07098	SSF48403	0041145	274	633	  4.8E-23
NCU07094	PF00890	FAD_binding_2	21	54	  2.4E-08
NCU07094	PF01494	FAD_binding_3	136	366	  7.5E-09
NCU07094	SSF51905	0052313	18	406	  2.6E-37
NCU07089	PF05368	NmrA	6	256	  2.5E-31
NCU07092	SSF48264	0041273	34	502	  3.9E-80
NCU07092	PF00067	p450	35	471	  1.3E-49
NCU07091	PF08592	DUF1772	28	190	  2.7E-17
NCU07089	SSF51735	0052382	1	287	  5.3E-53
NCU07082	PF00152	tRNA-synt_2	237	561	  1.7E-74
NCU07082	PF01336	tRNA_anti	117	198	  1.5E-07
NCU07082	TIGR00458	TIGR00458	114	565	 1.9E-126
NCU07082	PS50862	AA_TRNA_LIGASE_II	256	559	  2.4E+01
NCU07082	SSF50249	0052237	79	211	  1.7E-27
NCU07082	PF09924	DUF2156	617	894	  1.0E-20
NCU07082	SSF55681	0052835	212	567	  2.1E-87
NCU07081	PF07859	Abhydrolase_3	111	339	  2.6E-46
NCU07081	SSF53474	0053348	43	364	  1.5E-48
NCU07080	SSF51735	0052382	4	212	  5.8E-33
NCU07080	PF01408	GFO_IDH_MocA	5	142	  1.8E-07
NCU07080	SSF55347	0052355	147	360	  1.5E-15
NCU07078	SSF50249	0052237	31	188	  1.1E-12
NCU07078	PF10451	Stn1	49	260	  2.9E-10
NCU07076	PF03639	Glyco_hydro_81	82	786	   .0E+00
NCU07075	TIGR00846	TIGR00846	127	501	   .0E+00
NCU07075	TIGR00378	TIGR00378	143	501	 7.3E-120
NCU07075	PF01699	Na_Ca_ex	170	325	  5.2E-25
NCU07075	PF01699	Na_Ca_ex	368	499	  2.6E-24
NCU07074	PF01734	Patatin	246	368	  8.8E-07
NCU07074	SSF52151	0041454	137	285	  2.0E-11
NCU12106	SSF56112	0053164	460	595	  1.0E-06
NCU10189	PF01565	FAD_binding_4	23	145	  5.5E-17
NCU10189	PS51387	FAD_PCMH	1	191	  1.5E+01
NCU10189	SSF56176	0046672	12	191	  8.6E-29
NCU07071	PF04078	Rcd1	83	344	   .0E+00
NCU07070	PF00271	Helicase_C	363	402	  2.3E-06
NCU07070	PF00271	Helicase_C	447	483	  9.2E-14
NCU07070	SM00490	helicmild6	358	483	  1.1E-24
NCU07070	PS51194	HELICASE_CTER	317	541	  1.2E+01
NCU07070	PF00270	DEAD	120	289	  2.7E-38
NCU07070	SM00487	ultradead3	114	321	  6.0E-41
NCU07070	PS51192	HELICASE_ATP_BIND_1	126	304	  2.2E+01
NCU07070	PS51195	Q_MOTIF	95	123	  1.1E+01
NCU07070	SSF52540	0052346	75	308	  1.3E-52
NCU07070	SSF52540	0052346	314	498	  1.4E-31
NCU07069	SM00360	rrm1_1	8	75	  1.7E-11
NCU07069	PF00076	RRM_1	9	72	  1.2E-10
NCU07069	PF00076	RRM_1	108	171	  1.1E-10
NCU07069	SM00360	rrm1_1	105	174	  6.1E-09
NCU07069	PS50102	RRM	7	79	  1.5E+01
NCU07069	PS50102	RRM	104	178	  1.0E+01
NCU07069	SSF54928	0052248	5	185	  3.1E-27
NCU07068	PF00999	Na_H_Exchanger	64	452	  6.5E-63
NCU07067	PF01532	Glyco_hydro_47	154	647	   .0E+00
NCU07067	SSF48225	0046831	139	650	   .0E+00
NCU07066	PD013585		85	218	  2.0E-74
NCU07066	PF03834	Rad10	85	150	  5.0E-31
NCU07066	TIGR00597	TIGR00597	86	197	  1.3E-43
NCU07066	SSF47781	0052275	206	288	  5.0E-10
NCU07066	SSF52980	0051967	85	214	  1.6E-48
NCU07064	PF01188	MR_MLE	203	297	  6.3E-23
NCU07064	SM00922	MR_MLE_2	202	300	  3.2E-21
NCU07064	SSF51604	0052170	181	443	  1.2E-64
NCU07064	SSF54826	0052171	6	142	  2.8E-41
NCU12107	PF00383	dCMP_cyt_deam_1	9	122	  1.1E-14
NCU12107	SSF53927	0052373	9	163	  1.9E-23
NCU12108	PF00226	DnaJ	35	64	  7.0E-10
NCU12108	PF00226	DnaJ	99	132	  1.6E-04
NCU12108	SM00271	dnaj_3	34	127	  1.4E-14
NCU12108	PS50076	DNAJ_2	35	135	  1.6E+01
NCU12108	SSF46565	0045028	31	141	  1.6E-14
NCU07063	PF00026	Asp	99	423	  2.3E-53
NCU07063	SSF50630	0043668	38	425	  4.8E-71
NCU07062	PS50011	PROTEIN_KINASE_DOM	20	275	  4.4E+01
NCU07062	PS51285	AGC_KINASE_CTER	276	367	  9.0E+00
NCU07062	SM00220	serkin_6	20	275	  1.8E-79
NCU07062	SSF56112	0053164	6	306	  1.9E-82
NCU07062	PF00069	Pkinase	20	274	  2.3E-59
NCU07062	SM00219	tyrkin_6	20	270	  2.5E-10
NCU07060	SM00184	ring_2	136	180	  1.5E-03
NCU07060	PS50089	ZF_RING_2	136	181	  1.2E+01
NCU07060	SSF57850	0052291	129	187	  3.4E-14
NCU07059	PF07859	Abhydrolase_3	148	256	  8.5E-32
NCU07059	PF07859	Abhydrolase_3	341	396	  9.1E-07
NCU07059	SSF53474	0053348	39	455	  4.1E-49
NCU07083	SSF51695	0053280	212	552	  2.1E-22
NCU07058	PF04615	Utp14	218	914	   .0E+00
NCU12109	PF06985	HET	273	427	  5.5E-18
NCU07055	PF00890	FAD_binding_2	16	47	  2.9E-06
NCU07057	PF09809	MRP-L27	13	79	  7.0E-17
NCU07055	PF01494	FAD_binding_3	130	387	  1.0E-12
NCU07055	SSF51905	0052313	12	407	  6.3E-48
NCU10344	PF00067	p450	54	258	  6.7E-18
NCU10344	PF00067	p450	300	512	  2.2E-43
NCU10344	SSF48264	0041273	51	545	  2.2E-84
NCU07054	TIGR00879	TIGR00879	32	496	  2.6E-73
NCU07054	PF00083	Sugar_tr	45	500	  4.8E-79
NCU07054	SSF103473	0042501	10	497	  5.1E-50
NCU07054	PS50850	MFS	44	489	  2.9E+01
NCU07053	PF00171	Aldedh	23	482	   .0E+00
NCU07053	SSF53720	0041750	10	485	   .0E+00
NCU07050	PS50022	FA58C_3	528	685	  1.0E+01
NCU07050	PS50231	RICIN_B_LECTIN	684	822	  1.3E+01
NCU07050	SSF48208	0052638	63	490	  3.8E-31
NCU07050	SSF49785	0053078	573	683	  2.0E-10
NCU07050	SSF50370	0052580	677	824	  8.2E-27
NCU04691	PF03659	Glyco_hydro_71	8	399	   .0E+00
NCU12111	PF11991	Trp_DMAT	55	431	  1.1E-67
NCU12111	TIGR03429	TIGR03429	51	470	 8.8E-124
NCU04694	PF06985	HET	46	258	  4.5E-39
NCU04695	PF08241	Methyltransf_11	49	150	  6.6E-26
NCU04695	SSF53335	0052182	19	281	  8.3E-43
NCU04697	PF00795	CN_hydrolase	7	187	  1.5E-38
NCU04697	PS50263	CN_HYDROLASE	6	303	  3.2E+01
NCU04697	SSF56317	0046590	3	313	  2.3E-61
NCU04698	SSF53335	0052182	265	507	  1.2E-31
NCU04699	PF04191	PEMT	11	205	  1.1E-76
NCU04698	PF01564	Spermine_synth	355	473	  1.0E-07
NCU04699	PIRSF005444		1	213	 3.5E-129
NCU12110	SSF50475	0053098	22	251	  5.9E-28
NCU04718	PF08550	DUF1752	31	58	  2.8E-12
NCU04713	PF05495	zf-CHY	624	682	  1.4E-15
NCU04713	PS51266	ZF_CHY	617	684	  2.0E+01
NCU04713	PF10122	Mu-like_Com	475	502	  4.9E-05
NCU04718	PF11702	DUF3295	86	573	   .0E+00
NCU04720	PF00070	Pyr_redox	186	269	  3.1E-13
NCU04720	PF03460	NIR_SIR_ferr	636	697	  5.0E-09
NCU04720	SSF55124	0045801	642	703	  5.7E-10
NCU04720	PF01077	NIR_SIR	708	851	  2.5E-28
NCU04720	PF04324	Fer2_BFD	494	545	  2.2E-10
NCU04720	TIGR02374	TIGR02374	28	876	   .0E+00
NCU04720	PF00355	Rieske	947	1088	  1.3E-07
NCU04720	PS51296	RIESKE	942	984	  9.2E+00
